ICD8_CODE	ICD8_TEXT	ICD10_CODE	MAPPING_SCORE	MAPPING_FLAG	START_DATE	END_DATE
74449	Coloboma Oculi                                               	Q130A	1		19710401	19931231
74459	Aniridia                                                     	Q131	2	B	19710401	19931231
74470	Pigmentatio Naevoides Retinae.                               	Q158C	2	B	19730401	19750331
74470	Pigmentatio Naevoides Retinae.                               	Q158C	2	B	19750401	19931231
74471	Melanosis Oculi.                                             	Q158B	1		19730401	19750331
74471	Melanosis Oculi.                                             	Q158B	1		19750401	19931231
74472	Pseudoalbinismus.                                            	Q158D	1		19730401	19750331
74472	Pseudoalbinismus.                                            	Q158D	1		19750401	19931231
74473	Tortuositas Vasorum Retinae.                                 	Q141G	1		19730401	19750331
74473	Tortuositas Vasorum Retinae.                                 	Q141G	1		19750401	19931231
74474	Fibrae Medullae Retinae.                                     	Q141D	1		19730401	19750331
74474	Fibrae Medullares Retinae.                                   	Q141D	1		19750401	19931231
74475	Arteria Hyaloidea Persistens.                                	Q140A	1		19730401	19750331
74475	Arteria Hyaloidea Persistens.                                	Q140A	1		19750401	19931231
74476	Corpus Vitreum Primarium                                     	Q140	3		19870101	19931231
74476	Corpus Vitreum Primarium Persistens.                         	Q140B	1		19730401	19750331
74476	Corpus Vitreum Primarium Persistens.                         	Q140B	1		19750401	19861231
74477	Anomalia, Maleformatio Papillae Nervi Optici.                	Q142	2		19730401	19750331
74477	Anomalia, Maleformatio Papillae Nervi Optici.                	Q142	2		19750401	19931231
74478	Degeneratio Tapetoretinalis.                                 	Q141C	1		19730401	19750331
74478	Degeneratio Tapetoretinalis.                                 	Q141C	1		19750401	19931231
74480	Ectopia Congenita Lentis                                     	Q121A	1		19710401	19750331
74480	Maleformatio, Ectopia Congenita Lentis                       	Q12	2		19750401	19931231
74481	Aphakia Congenita                                            	Q123	1		19710401	19931231
74482	Nystagmus Congenitus                                         	H559D	1		19710401	19931231
74483	Anisokoria Congenita                                         	Q132A	1		19710401	19730331
74483	Maleformatio Congenita Pupillae, Iridis                      	Q13	2	A	19750401	19931231
74483	Maleformatio Pupillae, Iridis Congenita.                     	Q13	2	A	19730401	19750331
74484	Maleformatio Congenita Corneae                               	Q13	2	 	19750401	19931231
74484	Maleformatio Corneae Congenita                               	Q13	2	A	19730401	19750331
74484	Microcornea                                                  	Q134E	1		19710401	19730331
74485	Retinitis Pigmentosa Congenita                               	Q141B	1		19710401	19931231
74486	Maleformatio Congenita Palpebrae                             	Q103K	2	E	19750401	19931231
74486	Maleformatio Palpebrae Congenita.                            	Q103K	2	E	19730401	19750331
74486	Ptosis Congenita Palpebrae                                   	Q100	1	B	19710401	19730331
74487	Atresia,Stenosis Congenita Canalis Lacrimalis                	Q105	2		19710401	19931231
74488	Choroideremia                                                	Q143	1		19710401	19931231
74489	Maleformatio Congenita Oculi Alia Specificata                	Q159	3	C	19710401	19931231
74499	Maleformatio Congenita Oculi Non Specificata                 	Q159	2	D	19710401	19931231
74500	Atresia Congenita Canalis Auditorii                          	Q161C	2		19710401	19931231
74501	Aplasia Auris Externae Cum Surditate                         	Q161B	2		19710401	19931231
74502	Dysplasia Congenita Gravis Auris Externae Cum Surditate      	Q16	3		19710401	19931231
74508	Maleformatio Congenita Auris Alia Definita Cum Surditate     	Q16	2	A	19710401	19931231
74509	Maleformatio Congenita Auris Cum Surditate                   	Q169	2		19710401	19931231
74519	Auricula Accessoria                                          	Q170	2		19710401	19931231
74520	Aures Alatae                                                 	Q175	1		19710401	19931231
74521	Aplasia Tubuli Pharyngotympanici                             	Q178	2		19710401	19931231
74529	Maleformatio Congenita Auris Alia Specificata                	Q17	2	A	19710401	19931231
74539	Maleformatio Congenita Auris Non Specificata                 	Q179	3	D	19710401	19931231
74549	Cystis,Fistula Branchiogenes                                 	Q180	1		19710401	19931231
74559	Pterygium Colli                                              	Q183	1		19710401	19931231
74589	Maleformatio Congenita Faciei Et Colli Alia Specificata      	Q18	2	A	19710401	19931231
74599	Maleformatio Congenita Faciei Et Colli Non Specificata       	Q189	2	D	19710401	19931231
74609	Truncus Communis                                             	Q200	1	B	19710401	19931231
74619	Transpositio Vasorum                                         	Q203	3	G	19710401	19931231
74629	Tetralogia Fallot                                            	Q213	1		19710401	19931231
74639	Defectus Congenitus Septi Ventriculorum                      	Q210	1		19710401	19931231
74640	Defectus Congenitus Septi Atriorum,Ostium Secundum           	Q211C	2		19710401	19931231
74641	Defectus Congenitus Septi Atriorum,Ostium Primum             	Q212	2		19710401	19931231
74649	Defectus Congenitus Septi Atriorum                           	Q211	1		19710401	19931231
74659	Ostium Atrioventriculare Commune                             	Q212	2		19710401	19931231
74660	Maleformatio Congenita Valvulae Mitralis                     	Q23	2	A	19820101	19931231
74661	Maleformatio Congenita Valvulae Tricuspidalis                	Q22	2	A	19820101	19931231
74662	Maleformatio Congenita Valvulae Aortae                       	Q23	2	A	19820101	19931231
74663	Maleformatio Congenita Valvulae Pulmonalis                   	Q22	2	A	19820101	19931231
74669	Maleformatio Congenita Valvulae Cordis                       	Q24	5		19710401	19931231
74679	Fibroelastosis Cordis                                        	Q248	3		19710401	19931231
74689	Maleformatio Congenita Cordis Alia Specificata               	Q24	2	A	19710401	19931231
74699	Maleformatio Congenita Cordis Non Specificata                	Q249	1		19710401	19931231
74709	Ductus Arteriosus Persistens                                 	Q250	1		19710401	19931231
74719	Coarctatio Aortae                                            	Q251	1		19710401	19931231
74729	Maleformatio Congenita Aortae Alia                           	Q25	2	A	19710401	19931231
74739	Atresia,Stenosis Congenita Arteriae Pulmonalis               	Q25	2	A	19710401	19931231
74749	Maleformatio Congenita Venarum Majorum                       	Q268	2		19710401	19931231
74759	Absentia,Hypoplasia Arteriae Umbilicalis                     	Q270	1		19710401	19931231
74769	Maleformatio Cong.Organorum Circulationis Peripheri.Alia     	Q27	2	D	19710401	19931231
74789	Maleformatio Cong.Organorum Circulationis Alia Specificata   	Q28	2		19710401	19931231
74799	Maleform.Congenita Organorum Circulationis Non Specificata   	Q289	2		19710401	19931231
74809	Atresia,Stenosis Congenita Choanae                           	Q300	2		19710401	19931231
74819	Maleformatio Congenita Nasi Alia                             	Q30	2	A	19710401	19931231
74829	Membrana Laryngis                                            	Q310	1		19710401	19931231
74830	Maleformatio Congenita Laryngis                              	Q319	2	D	19710401	19931231
74831	Maleformatio Congenita Tracheae                              	Q32	2	A	19710401	19931231
74832	Maleformatio Congenita Bronchi                               	Q324E	1		19710401	19931231
74839	Maleformatio Cong.Laryngis, Tracheae Et Bronchi Alia         	Q349	3	C	19710401	19931231
74849	Pulmo Cysticus Congenitus                                    	Q330	2	B	19710401	19931231
74859	Agenesia Pulmonis                                            	Q333	1		19710401	19931231
74869	Maleformatio Congenita Pulmonis Alia                         	Q33	2	A	19710401	19931231
74889	Maleformatio Cong.Organorum Respirationis Alia Specificata   	Q34	2		19710401	19931231
74899	Maleformatio Cong.Organorum Respirationis Non Specif.        	Q349	1		19710401	19931231
74909	Palatoschisis Mediana                                        	Q359	2	D	19710401	19931231
74910	Cheiloschisis Unilateralis                                   	Q369	1		19710401	19931231
74911	Cheiloschisis Bilateralis                                    	Q360	1		19710401	19931231
74912	Cheilognathoschisis Unilateralis                             	Q371	1		19710401	19931231
74913	Cheilognathoschisis Bilateralis                              	Q370	1		19710401	19931231
74919	Cheiloschisis, Cheilognathoschisis                           	Q36	3	C	19710401	19931231
74920	Cheilognathopalatoschisis Unilateralis                       	Q375	1		19710401	19931231
74921	Cheilognathopalatoschisis Bilateralis                        	Q374	1		19710401	19931231
74929	Cheilognathopalatoschisis                                    	Q37	1		19710401	19931231
75009	Maleformatio Congenita Linguae                               	Q383	2		19710401	19931231
75019	Stenosis Congenita Pylori                                    	Q400	2	B	19710401	19931231
75020	Brachyoesophagus Congenitus                                  	Q398B	1		19710401	19931231
75021	Stenosis Congenita Oesophagi                                 	Q393	2		19710401	19931231
75022	Atresia Oesophagi Sine Fistula Tracheo-Oesophageali          	Q390	2		19710401	19931231
75023	Atresia Oesophagi Cum Fistula Tracheo-Oesophageali           	Q391	1		19710401	19931231
75024	Fistula Cong.Tracheo-Oesophag. Sine Atresia Oesophagi        	Q392	1		19710401	19931231
75029	Fistula Cong.Tracheo-Oesophag. Atresia,Stenos.Cong.Oesophagi 	Q39	2		19710401	19931231
75089	Maleformatio Cong.Organorum Digestionis Sup.Alia Specif.     	Q40	2	A	19710401	19931231
75099	Maleformatio Cong.Organorum Digestionis Sup.Non Specif.      	Q409	1		19710401	19931231
75109	Diverticulum Meckeli                                         	Q430	2		19710401	19931231
75110	Atresia,Stenosis Congenita Duodeni                           	Q410	2	E	19710401	19931231
75111	Atresia,Stenosis Congenita Ileo-Jejunalis                    	Q41	2	A	19710401	19931231
75119	Atresia,Stenosis Congenita Intestini Tenuis                  	Q419	2	E	19710401	19931231
75120	Atresia Ani Cum Fistula                                      	Q422B	1		19710401	19931231
75121	Atresia Ani(Fistula Non Indicata)                            	Q423B	2		19710401	19931231
75122	Atresia Rectalis Cum Fistula                                 	Q420B	1		19710401	19931231
75123	Atresia Rectalis(Fistula Non Indicata)                       	Q421B	2		19710401	19931231
75124	Stenosis Congenita Ano-Rectalis Cum Fisula                   	Q42	3	A	19710401	19931231
75125	Stenosis Congenita Ano-Rectalis(Fistula Non Ind.)            	Q42	3	A	19710401	19931231
75126	Anus Vestibularis                                            	Q435B	1		19710401	19931231
75128	Atresia,Stenosis Congenita Ano-Rectalis Alia Definita        	Q42	2	A	19710401	19931231
75129	Atresia,Stenosis Congenita Ano-Rectalis                      	Q42	2	A	19710401	19931231
75139	Megacolon Congenitum (Hirschsprung)                          	Q431	1		19710401	19931231
75149	Anomaliae Congenitae Fixationis Intestini                    	Q433	3		19710401	19931231
75150	Duplicatio Intestini                                         	Q434	1		19710401	19931231
75151	Atresia Coli                                                 	Q428	2	E	19710401	19931231
75152	Cloaca Persistens                                            	Q437	1		19710401	19931231
75153	Diverticulum Congenitum Intestini Tenuis                     	Q438F	2		19710401	19931231
75159	Maleformatio Congenita Intestini Alia                        	Q43	2	A	19710401	19931231
75169	Maleform.Cong.Hepatis,Vesicae Felleae Et Viarum Biliarium    	Q44	1		19710401	19931231
75170	Pancreas Annulare                                            	Q451	1		19710401	19931231
75178	Maleformatio Congenita Pancreatis Alia Definita              	Q45	3	A	19710401	19931231
75179	Maleformatio Congenita Pancreatis                            	Q453C	1		19710401	19931231
75180	Omphalocele Congenita                                        	Q792	1		19710401	19931231
75181	Omphalocele Congenita Rupta (Eventratio)                     	Q792	2		19710401	19931231
75182	Gastroschisis                                                	Q793	1		19820101	19931231
75189	Maleformatio Cong.Systematis Digestionis Alia Specificata    	Q45	2		19710401	19931231
75199	Maleformatio Cong.Systematis Digestionis Non Specif.         	Q459	1		19710401	19931231
75200	Hermaphroditismus Verus                                      	Q560	2		19710401	19931231
75208	Sexus Indeterminat.Casus Alius Def.(Pseudohermaphrodit.Exc.) 	Q56	3	E	19710401	19931231
75209	Sexus Indeterminatus                                         	Q564	1		19710401	19931231
75210	Retentio Testis Unilateralis                                 	Q531	1		19710401	19931231
75211	Retentio Testis Bilateralis                                  	Q532	1		19710401	19931231
75212	Ectopia Testis Unilateralis                                  	Q530B	1		19710401	19931231
75213	Ectopia Testis Bilateralis                                   	Q530A	1		19710401	19931231
75219	Retentio Testis                                              	Q539	1		19710401	19931231
75220	Hypospadia Glandis                                           	Q540	1		19710401	19931231
75221	Hypospadia Corporis Penis                                    	Q541	1		19710401	19931231
75222	Hypospadia Scrotalis                                         	Q54	2	A	19710401	19931231
75228	Hypospadia Alia Definita                                     	Q54	2	A	19710401	19931231
75229	Hypospadia                                                   	Q549	1		19710401	19931231
75239	Epispadia                                                    	Q640	1		19710401	19931231
75249	Hydrocele Congenita Testis, Funiculi                         	P835	3	A	19710401	19861231
75249	Hydrocele Congenita Testis,Funiculi Spermatici               	P835	3	A	19870101	19931231
75250	Maleformatio Congenita Uteri                                 	Q51	2		19710401	19931231
75251	Maleformatio Congenita Ovarii Et Tubae Uterinae              	Q50	2	E	19710401	19931231
75259	Maleformatio Congenita Uteri, Ovarii Et Tubae Uterinae       	Q529	3	C	19710401	19931231
75260	Maleformatio Congenita Vaginae                               	Q524D	1		19710401	19931231
75261	Maleformatio Congenita Genitalium Feminae Externorum         	Q527D	1	B	19710401	19931231
75269	Maleformatio Congenita Vaginae Et Genitalium Feminae Ext.    	Q52	2	E	19710401	19931231
75270	Pseudohermaphroditismus Femininus                            	Q562B	2	D	19710401	19931231
75271	Pseudohermaphroditismus Masculinus                           	Q561A	2	D	19710401	19931231
75279	Pseudohermaphroditismus                                      	Q563	2	D	19710401	19931231
75280	Aplasia Testis                                               	Q550B	1		19710401	19931231
75281	Torsio Cystis Parovarialis                                   	Q505A	1		19710401	19931231
75282	Maleformatio Congenita Genitalium Viri Alia Definita         	Q559	3	C	19710401	19931231
75283	Maleformatio Congenita Genitalium Feminae Alia Def.          	Q529	3	C	19710401	19931231
75284	Penis Arcuatus (Krummerik)                                   	Q544	1		19850101	19931231
75289	Maleformatio Congenita Genitalium Alia Specificata           	Q899	3		19710401	19931231
75299	Maleformatio Cong.Organorum Genitalium Non Specif.           	Q899	3		19710401	19931231
75309	Agenesia Renis                                               	Q602	1		19710401	19931231
75310	Ren Cysticus                                                 	Q619	2		19710401	19931231
75311	Ren Spongiosus Medullaris (Medulær Svampenyre)              	Q615	1		19710401	19931231
75319	Morbi Congeniti Renis Cystici                                	Q619	2		19710401	19931231
75320	Ureterocele Congenita                                        	Q623A	1		19710401	19931231
75321	Stenosis Congenita Ureteris Juxtapelvina                     	Q621C	1		19710401	19931231
75322	Stenosis Congenita Ureteris Juxtavesicalis                   	Q621D	1		19710401	19931231
75323	Stenosis Congenita Ureteris                                  	Q621B	1		19710401	19931231
75324	Hydronephrosis Congenita                                     	Q620	1		19710401	19931231
75325	Megaureter Congenitus                                        	Q622	2		19710401	19931231
75326	Insufficientia Congenita Ureterovesicalis(Reflux)            	Q627	2		19710401	19931231
75328	Defectus Obstructivus Cong. Tractus Urinarii Alius Def.      	Q649	3	C	19710401	19931231
75329	Defectus Obstructivus Cong. Tractus Urinarii                 	Q649	3	C	19710401	19931231
75330	Pyelon Duplex                                                	Q638B	1	B	19710401	19931231
75331	Ren Arcuatus                                                 	Q631A	1		19710401	19931231
75339	Maleformatio Congenita Renis Alia Specificata                	Q63	2		19710401	19931231
75340	Ureter Sive Pelvis Renis Duplex                              	Q625	2		19710401	19931231
75341	Ectopia Congenita Ureteris                                   	Q626A	1		19710401	19931231
75349	Maleformatio Congenita Ureteris Alia Specificata             	Q628C	3	C	19710401	19931231
75359	Ectopia Congenita Vesicae Urinariae                          	Q641	2	D	19710401	19931231
75360	Valvula Urethrae(Hydronephrosi Non Indicata)                 	Q64	3		19710401	19761231
75360	Valvulae Urethrae                                            	Q64	3		19770101	19931231
75361	Stenosis Cong.Colli Vesicae Urin.(Hydronephrosi Non Indic)   	Q643C	2		19710401	19761231
75361	Stenosis Congenita Colli Vesicae Urinariae                   	Q643C	1		19770101	19931231
75362	Stenosis Congenita Meatus Urethrae                           	Q643C	1		19710401	19931231
75368	Obstructio Congenita Urethrae Alia Definita                  	Q643F	2		19710401	19931231
75369	Obstructio Congenita Urethrae Et Colli Vesicae Urinariae     	Q643	2		19710401	19931231
75380	Urachus Persistens                                           	Q644D	1		19710401	19931231
75381	Fistula Congenita Urethro-Rectalis                           	Q647C	1		19710401	19931231
75382	Fistula Congenita Ureteris In Vaginam                        	Q647D	1		19710401	19931231
75389	Maleform.Cong.Vesicae Urinar. Et Urethrae Alia Specificata   	Q649	3	C	19710401	19931231
75399	Maleformatio Congenita Viarum Urinarium Non Specificata      	Q649	1		19710401	19931231
75400	Pes Equino-Varus(Adductus)                                   	Q660	2		19710401	19931231
75401	Pes Metatarso-Varus                                          	Q662	2		19710401	19931231
75402	Pes Calcaneo-Valgus                                          	Q664	2		19710401	19931231
75408	Talipes Congenitus Alius Definitus                           	Q66	2	A	19710401	19931231
75409	Talipes Congenitus                                           	Q668H	2		19710401	19931231
75500	Polydactylia Manus                                           	Q69	2	A	19710401	19931231
75501	Polydactylia Pedis                                           	Q692	1		19710401	19931231
75502	Polydactylia Manus Et Pedis                                  	Q69	2	A	19710401	19931231
75509	Polydactylia                                                 	Q699	1		19710401	19931231
75510	Syndactylia Manus                                            	Q70	2	A	19710401	19931231
75511	Syndactylia Pedis                                            	Q70	2	A	19710401	19931231
75512	Syndactylia Manus Et Pedis                                   	Q70	2	A	19710401	19931231
75519	Syndactylia                                                  	Q709	1		19710401	19931231
75520	Amelia Et Phocomelia Extremitatis Superioris                 	Q71	2	A	19710401	19931231
75521	Micromelia Extremitatis Superioris                           	Q718J	1		19710401	19931231
75522	Aplasia,Reductio Pollicis(Sine Reductione Radii)             	Q718	2		19710401	19931231
75523	Aplasia,Reduc.Phalang.Dig.Man. Ii-V(Sine Reduc.Ulnae S.Radii 	Q718	2		19710401	19931231
75524	Aplasia,Hypoplasia Radii(Cum Sive Sine Reductione Manus)     	Q71	3	A	19710401	19931231
75525	Aplasia,Hypoplasia Ulnae(Cum Sive Sine Reductione Manus)     	Q71	3	A	19710401	19931231
75528	Reductio Cong.Extremitatis Sup.Alia Def.                     	Q71	2	A	19710401	19931231
75529	Reductio Cong.Extremitatis Sup.Non Specif.                   	Q719	2		19710401	19931231
75530	Amelia Et Phocomelia Extremitatis Inferioris                 	Q72	2	A	19710401	19931231
75531	Micromelia Extremitatis Inferioris                           	Q728J	1		19710401	19931231
75532	Aplasia,Reduc.Phalang.Dig.Ped. (Sine Reduc.Fibulae S.Tibiae) 	Q728	2	A	19710401	19931231
75533	Aplasia,Hypoplasia Fibulae(Cum Sive Sine Reductione Pedis)   	Q72	3	A	19710401	19931231
75534	Aplasia,Hypoplasia Tibiae(Cum Sive Sine Reductione Pedis)    	Q72	3	A	19710401	19931231
75538	Reductio Cong.Extrem.Inf.Alia Def.(Sirenomelia Exclusa)      	Q72	3	A	19710401	19931231
75539	Reductio Cong.Extremitatis Inf.Non Specif.                   	Q729	2		19710401	19931231
75549	Reductio Congenita Extremitatis Non Indicatae                	Q749	3	C	19710401	19931231
75559	Maleform.Cong.Os.Et Articulor. Extrem.Sup.Alia(Scapula Incl.)	Q740	3	C	19710401	19931231
75569	Luxatio Congenita Coxae                                      	Q652	1		19710401	19931231
75579	Maleform.Cong.Os.Et Articulor. Extrem.Inf.Alia(Pelvi Incl.)  	Q74	3	C	19710401	19931231
75589	Arthrogryposis Multiplex Congenita                           	Q743	1		19710401	19931231
75599	Maleformatio Cong.Extremitatis Alia Et Non Specificata       	Q749	2		19710401	19931231
75600	Craniosynostosis Praematura (Dyssynostosis Cranii)           	Q750	2		19710401	19931231
75608	Maleformatio Congenita Ossium Cranii Et Faciei Alia Definita 	Q759	3	C	19710401	19931231
75609	Maleformatio Congenita Ossium Cranii Et Faciei               	Q759	2	D	19710401	19931231
75610	Spondylolisthesis Congenita                                  	Q762	1		19710401	19931231
75611	Agenesia Ossis Sacri Et Coccygis                             	Q764	3	C	19710401	19931231
75612	Hemispondylia Congenita                                      	Q764I	1		19710401	19931231
75613	Spina Bifida Occulta                                         	Q760	1		19710401	19931231
75618	Maleformatio Cong.Columnae Vertebralis Alia Def.             	Q76	3	E	19710401	19931231
75619	Maleformatio Congenita Columnae Vertebralis                  	Q76	3	E	19710401	19931231
75629	Costa Cervicalis                                             	Q765	1		19710401	19931231
75630	Pectus Excavatum                                             	Q676	1		19710401	19931231
75631	Pectus Carinatum                                             	Q677	1		19710401	19931231
75639	Maleformatio Congenita Costae Et Sterni Alia                 	Q769	2	C	19710401	19931231
75640	Exostosis Congenita Cartilaginea Multiplex                   	Q788D	1		19710401	19931231
75648	Chondrodystrophia Alia Definita                              	Q788	3	C	19710401	19931231
75649	Chondrodystrophia                                            	Q788	3	C	19710401	19931231
75659	Osteogenesis Imperfecta                                      	Q780	1		19710401	19931231
75660	Osteopetrosis(Morbus Albers-Schønberg)                      	Q782	2		19710401	19931231
75669	Maleformatio Congenita Generalisata Ossium Alia              	Q78	3	C	19710401	19931231
75680	Defectus Cong.Graviore Musculi Diaphragmatis Cum Hernia      	Q790	2		19710401	19931231
75681	Torticollis Congenita                                        	Q680A	1		19710401	19931231
75682	Amyotrophia Congenita                                        	Q798D	1		19710401	19931231
75689	Maleformatio Cong.Musculorum, Tendinis Et Fasciae Al.Specif. 	Q799	5	C	19710401	19931231
75699	Maleformatio Congenita Ossium Et Musculorum Non Specificata  	Q799	1		19710401	19931231
75709	Lymphoedema Cong.Extremitatum Inferiorum(Milroy)             	Q820A	1		19710401	19931231
75710	Naevus Pigmentosus Pilosus                                   	D22	2		19710401	19931231
75711	Naevus Pigmentosus Junctivus                                 	D22	2		19710401	19931231
75712	Naevus Pigmentosus Intradermalis                             	D22	2		19710401	19931231
75713	Naevus Coeruleus                                             	D22	2		19710401	19931231
75718	Naevus Pigmentosus Alius Definitus                           	D22	2		19710401	19931231
75719	Naevus Pigmentosus                                           	D22	2		19710401	19931231
75720	Ichthyosis                                                   	Q809	1		19710401	19931231
75721	Dyskeratosis Follicularis                                    	Q828F	1		19710401	19931231
75722	Urticaria Pigmentosa                                         	Q822A	1		19710401	19931231
75723	Epidermolysis Bullosa                                        	Q819	1		19710401	19931231
75724	Cutis Laxa Et Hyperelastica                                  	Q828D	1		19710401	19931231
75725	Maleformatio Congenita Papillae Mammae Feminae               	Q83	2	A	19710401	19931231
75726	Hyperkeratosis Follicularis                                  	Q828J	1		19710401	19931231
75729	Maleformatio Congenita Cutis Alia Specificata                	Q82	2	A	19710401	19931231
75730	Alopecia Congenita                                           	Q840	1		19710401	19931231
75731	Hypertrichosis Congenita                                     	Q842A	1		19710401	19931231
75739	Maleformatio Congenita Pilorum Alia Specificata              	Q84	3	A	19710401	19931231
75740	Koilonychia Congenita                                        	Q846G	1	B	19710401	19931231
75749	Maleformatio Congenita Unguium Alia Specificata              	Q84	3	A	19710401	19931231
75799	Maleformatio Congenita Cutis, Pilorum Et Unguium Non Specif. 	Q849	2	C	19710401	19931231
75809	Maleformatio Congenita Lienis                                	Q890	2	D	19710401	19931231
75819	Maleformatio Congenita Glandulae Suprarenalis                	Q891	1		19710401	19931231
75820	Ductus Thyreoglossus Persistens                              	Q892C	1		19710401	19931231
75828	Maleformatio Congenita Gl. Thyreoideae Alia Def.             	Q892H	2		19710401	19931231
75829	Maleformatio Congenita Glandulae Thyreoideae                 	Q892H	1		19710401	19931231
75830	Aplasia Thymi                                                	Q892A	1		19710401	19931231
75839	Maleformatio Congenita Gll. Endocrinarum Alia Et Non Spec.   	Q892	2		19710401	19931231
75889	Maleformatio Congenita Alia Specificata                      	Q89	3	A	19710401	19931231
75899	Maleformatio Congenita Non Specificata                       	Q899	1		19710401	19931231
75900	Situs Inversus Organorum Partialis                           	Q893C	2	D	19710401	19931231
75901	Situs Inversus Organorum Totalis                             	Q893D	2	D	19710401	19931231
75909	Situs Inversus                                               	Q893	2	D	19710401	19931231
75919	Diplopagus(Siamesiske Tvillinger)                            	Q894	1		19710401	19931231
75929	Monstrum Aliud Et Non Specificatum                           	Q897B	2	D	19710401	19931231
75930	Trisomia 21-22,Mongolismus                                   	Q90	2	A	19710401	19931231
75931	Translocatio 13-21,Mongolismus                               	Q909A	2	B	19710401	19931231
75939	Mongolismus(Syndroma Down)                                   	Q909	1		19710401	19931231
75940	Trisomia 17-18(Trisomia E)                                   	Q913A	2	B	19710401	19931231
75941	Trisomia 13-15(Trisomia D)                                   	Q917A	2	B	19710401	19931231
75942	Translocatio Partialis 4-5 (Monosomia Part.B,Cri Du Chat)    	Q935B	2		19710401	19931231
75949	Maleform.Cong.Propter Anomal. Chromosomata Autosomaticae Al. 	Q999	3		19710401	19931231
75950	Dysgenesia Gonalis(Syndroma Turner)                          	Q969	2	B	19710401	19931231
75951	Syndroma Klinefelter                                         	Q984	1		19710401	19931231
75958	Maleform.Cong.Propter Anomal. Chromosom.Genosomat.Aliae Def. 	Q99	3	E	19710401	19931231
75959	Maleformationes Cong.Propter Anomaliae Chromosom.Genosomat.  	Q99	2		19710401	19931231
75969	Sclerosis Tuberosa                                           	Q851	1		19710401	19931231
75980	Arachnodactylia(Syndroma Marfan)                             	Q874A	2		19710401	19931231
75981	Syndroma Laurence-Moon-Biedl-Bardet                          	Q878B	1		19710401	19931231
75982	Syndroma Sturge-Weber                                        	Q858C	2	B	19710401	19931231
75983	Ataxia Telangiectasica                                       	G113A	2	D	19710401	19931231
75989	Maleformatio Cong.Systematis Multiplex,Syndroma Aliud Spec.  	Q87	2		19710401	19931231
75999	Maleformationes Congenitae Systematis Multiplex Non Specif.  	Q87	2		19710401	19931231
76009	Mb.Cordis Chr.Rheum.Matris Cum Sequelis Neonati Et Foetus    	P003	3		19710401	19931231
76019	Mb.Cordis Cong.Matris Cum Sequelis Neonati Et Foetus         	P003	3		19710401	19931231
76029	Mb.Hypertensivus Chr.Matris Cum Sequelis Neonati Et Foetus   	P000	2		19710401	19931231
76039	Alii Morbi Chr.System.Circul. Matris Cum Seq.Neonati Et Foet 	P003	3		19710401	19931231
76049	Glomerulonephritis Chr.Matris Cum Sequelis Neonati Et Foetus 	P001	3		19710401	19931231
76059	Alii Morbi Chr.System.Urogen. Matris Cum Seq.Neonat.Et Foet. 	P001	2		19710401	19931231
76109	Syphilis Matris Cum Sequelis Neonati Et Foetus               	P002	2		19710401	19931231
76119	Diabetes Mellitus Matris Cum Sequelis Neonati Et Foetus      	P008	2		19710401	19931231
76129	Influenza Matris Cum Sequelis Neonati Et Foetus              	P002	2		19710401	19931231
76139	Rubella Matris Cum Sequelis Neonati Et Foetus                	P002	2	A	19710401	19931231
76149	Toxaplasmosis Matris Cum Sequelis Neonati Et Foetus          	P002	2		19710401	19931231
76159	Injuria Matris Cum Sequelis Neonati Et Foetus                	P005	2		19710401	19931231
76169	Operatio Matris Cum Sequelis Neonati Et Foetus               	P006	2	D	19710401	19931231
76179	Subst.Chemical.Per Placentam Transmis.Cum Seq.Neon.Et Foet.  	P04	3		19710401	19931231
76199	Alia Morbus Matris Non Grav. Relatae Cum Seq.Foetus          	P00	3		19710401	19931231
76209	Morbus Renalis In Graviditate Cum Sequelis Neonati Et Foetus 	P018	3		19710401	19931231
76219	Prae-Eclampsia Gravidarum Cum Sequelis Neonati Et Foetus     	P018	3		19710401	19931231
76229	Eclampsia Gravidarum Cum Sequelis Neonati Et Foetus          	P018	3		19710401	19931231
76239	Toxaemia Gravid.Non Specif. Cum Sequelis Neonati Et Foetus   	P018	3		19710401	19931231
76249	Hyperemesis In Graviditate Cum Sequelis Neonati Et Foetus    	P018	3		19710401	19931231
76259	Necrosis Hepatis Ac.Subac.In Gravid.Cum Seq.Neonat.Et Foet.  	P018	3		19710401	19931231
76299	Toxaemia Gravidarum Alia Cum Sequelis Neonati Et Foetus      	P018	3		19710401	19931231
76309	Pyelitis Et Pylonephritis In Gravid.Cum Seq.Neonat.Et Foet.  	P002	3		19710401	19931231
76319	Infect.Tractus Urogen.Aliae In Gravid.Cum Seq.Neonat.Et Foet.	P002	3		19710401	19931231
76399	Alia Infect.Matris Ante Et In. Partum Cum Seq.Neonat.Et Foet.	P002	2		19710401	19931231
76400	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laesio Cerebri Ps    	P031B	3		19710401	19931231
76401	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laesio Cerebri Am    	P031B	3		19710401	19931231
76402	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laesio Cerebri Fd    	P031B	3		19710401	19931231
76403	Partus Dif.Ex Anomalia Pelv.C.Seq.Foet.,Laesio Cerebri Fa    	P031B	3		19710401	19931231
