"Order","Category","Code","Disease"
"1863","Diseases of liver, gallbladder and pancreas","576.9","Other and unspecified"
"1864","Diseases of liver, gallbladder and pancreas","577","Diseases of pancreas"
"1865","Diseases of liver, gallbladder and pancreas","577","Acute pancreatitis"
"1866","Diseases of liver, gallbladder and pancreas","577.1","Chronic pancreatitis"
"1867","Diseases of liver, gallbladder and pancreas","577.9","Other diseases of pancreas"
"1868","Nephritis and nephrosis","580","Acute nephritis"
"1869","Nephritis and nephrosis","581","Nephrotic syndrome"
"1870","Nephritis and nephrosis","582","Chronic nephritis"
"1871","Nephritis and nephrosis","583","Nephritis, unqualified"
"1872","Nephritis and nephrosis","584","Renal sclerosis, unqualified"
"1873","Other diseases of urinary system","590","Infections of kidney"
"1874","Other diseases of urinary system","590","Chronic pyelonephritis"
"1875","Other diseases of urinary system","590.1","Other pyelonephritis, pyelitis and pyelocystitis"
"1876","Other diseases of urinary system","590.2","Abscess of kidney and perirenal tissue"
"1877","Other diseases of urinary system","590.9","Other"
"1878","Other diseases of urinary system","591","Hydronephrosis"
"1879","Other diseases of urinary system","592","Calculus of kidney and ureter"
"1880","Other diseases of urinary system","593","Other diseases of kidney and ureter"
"1881","Other diseases of urinary system","593","Renal dwarfism"
"1882","Other diseases of urinary system","593.1","Acute tubular nephrosis"
"1883","Other diseases of urinary system","593.2","Other renal disease"
"1884","Other diseases of urinary system","593.3","Obstruction of ureter, not elsewhere classified"
"1885","Other diseases of urinary system","593.4","Hydroureter"
"1886","Other diseases of urinary system","593.5","Other diseases of ureter"
"1887","Other diseases of urinary system","594","Calculus of other parts of urinary system"
"1888","Other diseases of urinary system","595","Cystitis"
"1889","Other diseases of urinary system","596","Other diseases of bladder"
"1890","Other diseases of urinary system","596","Fistula of bladder"
"1891","Other diseases of urinary system","596.1","Diverticulum of bladder (acquired)"
"1892","Other diseases of urinary system","596.2","Contracture of bladder (sphincter)"
"1893","Other diseases of urinary system","596.3","Paralysis of bladder"
"1894","Other diseases of urinary system","596.9","Other and unspecified diseases of bladder"
"1895","Other diseases of urinary system","597","Urethritis (non-venereal)"
"1896","Other diseases of urinary system","598","Stricture of urethra"
"1897","Other diseases of urinary system","599","Other diseases of urinary tract"
"1898","Other diseases of urinary system","599","Urinary tract infection NEC"
"1899","Other diseases of urinary system","599.1","Fistula, urinary NEC"
"1900","Other diseases of urinary system","599.2","Caruncle of urethra"
"1901","Other diseases of urinary system","599.9","Other and unspecified diseases of urinary tract"
"1902","Diseases of male genital organs","600","Hyperplasia of prostate"
"1903","Diseases of male genital organs","601","Prostatitis"
"1904","Diseases of male genital organs","602","Other diseases of prostate"
"1905","Diseases of male genital organs","603","Hydrocele"
"1906","Diseases of male genital organs","604","Orchitis and epididymitis"
"1907","Diseases of male genital organs","605","Redundant prepuce and phimosis"
"1908","Diseases of male genital organs","606","Sterility, male"
"1909","Diseases of male genital organs","607","Other disease of male genital organs"
"1910","Diseases of male genital organs","607","Leukoplakia of penis"
"1911","Diseases of male genital organs","607.1","Erythroplasia of penis"
"1912","Diseases of male genital organs","607.2","Chronic ulceration of penis"
"1913","Diseases of male genital organs","607.3","Balanitis"
"1914","Diseases of male genital organs","607.4","Seminal vesiculitis"
"1915","Diseases of male genital organs","607.5","Other inflammatory diseases"
"1916","Diseases of male genital organs","607.6","Spermatocele"
"1917","Diseases of male genital organs","607.7","Torsion of testis"
"1918","Diseases of male genital organs","607.8","Atrophy of testicle"
"1919","Diseases of male genital organs","607.9","Other"
"1920","Diseases of breast, ovary, Fallopian tube and parametrium","610","Chronic cystic disease of breast"
"1921","Diseases of breast, ovary, Fallopian tube and parametrium","611","Other diseases of breast"
"1922","Diseases of breast, ovary, Fallopian tube and parametrium","611","Acute mastitis not associated with lactation"
"1923","Diseases of breast, ovary, Fallopian tube and parametrium","611.1","Hypertrophy of breast"
"1924","Diseases of breast, ovary, Fallopian tube and parametrium","611.2","Fissure of nipple"
"1925","Diseases of breast, ovary, Fallopian tube and parametrium","611.9","Other"
"1926","Diseases of breast, ovary, Fallopian tube and parametrium","612","Acute salpingitis and oophoritis"
"1927","Diseases of breast, ovary, Fallopian tube and parametrium","613","Chronic salpingitis and oophoritis"
"1928","Diseases of breast, ovary, Fallopian tube and parametrium","614","Salpingitis and oophoritis, unqualified"
"1929","Diseases of breast, ovary, Fallopian tube and parametrium","615","Other diseases of ovary and Fallopian tube"
"1930","Diseases of breast, ovary, Fallopian tube and parametrium","615","Prolapse of ovary"
"1931","Diseases of breast, ovary, Fallopian tube and parametrium","615.1","Hydrosalpinx"
"1932","Diseases of breast, ovary, Fallopian tube and parametrium","615.2","Ovarian cyst, retention"
"1933","Diseases of breast, ovary, Fallopian tube and parametrium","615.9","Other"
"1934","Diseases of breast, ovary, Fallopian tube and parametrium","616","Diseases of parametrium and pelvic peritoneum (female)"
"1935","Diseases of breast, ovary, Fallopian tube and parametrium","616","Pelvic inflammatory disease"
"1936","Diseases of breast, ovary, Fallopian tube and parametrium","616.1","Pelvic peritoneal adhesions, female"
"1937","Diseases of breast, ovary, Fallopian tube and parametrium","616.2","Pelvic congestion, female"
"1938","Diseases of breast, ovary, Fallopian tube and parametrium","616.9","Other"
"1939","Diseases of uterus and other female genital organs","620","Infective diseases of cervix uteri"
"1940","Diseases of uterus and other female genital organs","620","Chronic cervicitis"
"1941","Diseases of uterus and other female genital organs","620.9","Other cervicitis"
"1942","Diseases of uterus and other female genital organs","621","Other diseases of cervix"
"1943","Diseases of uterus and other female genital organs","621","Leukoplakia of cervix"
"1944","Diseases of uterus and other female genital organs","621.1","Erythroplasia of cervix"
"1945","Diseases of uterus and other female genital organs","621.2","Hyperplastic endometritis of cervix"
"1946","Diseases of uterus and other female genital organs","621.3","Chronic erosion and ulceration of cervix"
"1947","Diseases of uterus and other female genital organs","621.4","Old laceration of cervix"
"1948","Diseases of uterus and other female genital organs","621.5","Stricture of cervix"
"1949","Diseases of uterus and other female genital organs","621.6","Atrophy of cervix"
"1950","Diseases of uterus and other female genital organs","621.9","Other"
"1951","Diseases of uterus and other female genital organs","622","Infective diseases of uterus (except cervix), vagina and vulva"
"1952","Diseases of uterus and other female genital organs","622","Infective diseases of uterus, except cervix"
"1953","Diseases of uterus and other female genital organs","622.1","Vaginitis and vulvitis"
"1954","Diseases of uterus and other female genital organs","623","Uterovaginal prolapse"
"1955","Diseases of uterus and other female genital organs","623","Cystocele"
"1956","Diseases of uterus and other female genital organs","623.1","Rectocele"
"1957","Diseases of uterus and other female genital organs","623.2","Urethrocele"
"1958","Diseases of uterus and other female genital organs","623.3","Vaginal enterocele"
"1959","Diseases of uterus and other female genital organs","623.4","Uterine prolapse"
"1960","Diseases of uterus and other female genital organs","623.9","Other and unspecified"
"1961","Diseases of uterus and other female genital organs","624","Malposition of uterus"
"1962","Diseases of uterus and other female genital organs","624","Retroversion and retroflexion"
"1963","Diseases of uterus and other female genital organs","624.1","Other"
"1964","Diseases of uterus and other female genital organs","624.9","Unspecified"
"1965","Diseases of uterus and other female genital organs","625","Other diseases of uterus"
"1966","Diseases of uterus and other female genital organs","625","Atrophy of uterus"
"1967","Diseases of uterus and other female genital organs","625.1","Sub-involution of uterus"
"1968","Diseases of uterus and other female genital organs","625.2","Hyperplasia of endometrium"
"1969","Diseases of uterus and other female genital organs","625.3","Endometriosis"
"1970","Diseases of uterus and other female genital organs","625.9","Other"
"1971","Diseases of uterus and other female genital organs","626","Disorders of menstruation"
"1972","Diseases of uterus and other female genital organs","626","Absent"
"1973","Diseases of uterus and other female genital organs","626.1","Scanty"
"1974","Diseases of uterus and other female genital organs","626.2","Excessive"
"1975","Diseases of uterus and other female genital organs","626.3","Painful"
"1976","Diseases of uterus and other female genital organs","626.4","Frequent"
"1977","Diseases of uterus and other female genital organs","626.5","Irregular"
"1978","Diseases of uterus and other female genital organs","626.6","Intermenstrual bleeding"
"1979","Diseases of uterus and other female genital organs","626.7","Postmenopausal bleeding"
"1980","Diseases of uterus and other female genital organs","626.9","Other"
"1981","Diseases of uterus and other female genital organs","627","Menopausal symptoms"
"1982","Diseases of uterus and other female genital organs","628","Sterility, female"
"1983","Diseases of uterus and other female genital organs","629","Other diseases of female genital organs"
"1984","Diseases of uterus and other female genital organs","629","Leukoplakia of vagina"
"1985","Diseases of uterus and other female genital organs","629.1","Erythroplasia of vagina and vulva"
"1986","Diseases of uterus and other female genital organs","629.2","Kraurosis of vulva"
"1987","Diseases of uterus and other female genital organs","629.3","Leukorrhoea"
"1988","Diseases of uterus and other female genital organs","629.4","Unspecified infection"
"1989","Diseases of uterus and other female genital organs","629.5","Vaginal bleeding"
"1990","Diseases of uterus and other female genital organs","629.6","Old laceration"
"1991","Diseases of uterus and other female genital organs","629.7","Stricture or atresia of vagina and hymen"
"1992","Diseases of uterus and other female genital organs","629.8","Rectovaginal fistula"
"1993","Diseases of uterus and other female genital organs","629.9","Other"
"1994","Complications of pregnancy","630","Infections of genital tract during pregnancy"
"1995","Complications of pregnancy","631","Ectopic pregnancy"
"1996","Complications of pregnancy","631","Abdominal pregnancy, with sepsis"
"1997","Complications of pregnancy","631.1","Tubal pregnancy, with sepsis"
"1998","Complications of pregnancy","631.2","Ovarian pregnancy, with sepsis"
"1999","Complications of pregnancy","631.3","Other or unspecified ectopic pregnancy, with sepsis"
"2000","Complications of pregnancy","631.4","Abdominal pregnancy, without mention of sepsis"
"2001","Complications of pregnancy","631.5","Tubal pregnancy, without mention of sepsis"
"2002","Complications of pregnancy","631.6","Ovarian pregnancy, without mention of sepsis"
"2003","Complications of pregnancy","631.9","Other or unspecified ectopic pregnancy, without mention of sepsis"
"2004","Complications of pregnancy","632","Haemorrhage of pregnancy"
"2005","Complications of pregnancy","632","Placenta praevia"
"2006","Complications of pregnancy","632.1","Premature separation of placenta"
"2007","Complications of pregnancy","632.2","Haemorrrhage from marginal sinus"
"2008","Complications of pregnancy","632.3","Threatened abortion"
"2009","Complications of pregnancy","632.4","Due to afibrogenaemia"
"2010","Complications of pregnancy","632.9","Other and unspecified"
"2011","Complications of pregnancy","633","Anaemia of pregnancy"
"2012","Complications of pregnancy","633","Macrocytic anaemia of pregnancy"
"2013","Complications of pregnancy","633.1","Iron deficiency anaemia of pregnancy"
"2014","Complications of pregnancy","633.9","Other and unspecified anaemia of pregnancy"
"2015","Complications of pregnancy","634","Other complications of pregnancy"
"2016","Complications of pregnancy","634","Hydatidiform mole"
"2017","Complications of pregnancy","634.1","Placental abnormalities not elsewhere classified"
"2018","Complications of pregnancy","634.2","Missed abotion and missed delivery"
"2019","Complications of pregnancy","634.3","Hydramnios"
"2020","Complications of pregnancy","634.4","Premature rupture of membrane without delivery"
"2021","Complications of pregnancy","634.5","Rh incompatibility"
"2022","Complications of pregnancy","634.6","Habitual aborter, undelivered"
"2023","Complications of pregnancy","634.7","False labour"
"2024","Complications of pregnancy","634.8","Air embolism during pregnancy"
"2025","Complications of pregnancy","634.9","Other"
"2026","Urinary infections and toxaemias of pregnancy and the puerperium","635","Urinary infections arising during pregnancy and the puerperium"
"2027","Urinary infections and toxaemias of pregnancy and the puerperium","635","Pyelitis and pyelonephritis"
"2028","Urinary infections and toxaemias of pregnancy and the puerperium","635.1","Cystitis"
"2029","Urinary infections and toxaemias of pregnancy and the puerperium","635.9","Other and unspecified"
"2030","Urinary infections and toxaemias of pregnancy and the puerperium","636","Renal disease arising during pregnancy and the puerperium"
"2031","Urinary infections and toxaemias of pregnancy and the puerperium","637","Pre-eclampsia, eclampsia and toxaemia, unspecified"
"2032","Urinary infections and toxaemias of pregnancy and the puerperium","637","Pre-eclampsia"
"2033","Urinary infections and toxaemias of pregnancy and the puerperium","637.1","Eclampsia"
"2034","Urinary infections and toxaemias of pregnancy and the puerperium","637.9","Toxaemia, unspecified"
"2035","Urinary infections and toxaemias of pregnancy and the puerperium","638","Hyperemesis gravidarum"
"2036","Urinary infections and toxaemias of pregnancy and the puerperium","638","With neuritis"
"2037","Urinary infections and toxaemias of pregnancy and the puerperium","638.9","Without mention of neuritis"
"2038","Urinary infections and toxaemias of pregnancy and the puerperium","639","Other toxaemias of pregnancy and the puerperium"
"2039","Urinary infections and toxaemias of pregnancy and the puerperium","639","Acute and subacute necrosis of liver"
"2040","Urinary infections and toxaemias of pregnancy and the puerperium","639.9","Other"
"2041","Abortion","640","Abortion induced for medical indications"
"2042","Abortion","640","With sepsis"
"2043","Abortion","640.1","With toxaemia"
"2044","Abortion","640.2","With sepsis and toxaemia"
"2045","Abortion","640.9","Without mention of sepsis or toxaemia"
"2046","Abortion","641","Abortion induced for other legal indications"
"2047","Abortion","641","With sepsis"
"2048","Abortion","641.1","With toxaemia"
"2049","Abortion","641.2","With sepsis and toxaemia"
"2050","Abortion","641.9","Without mention of sepsis or toxaemia"
"2051","Abortion","642","Abortion induced for other reasons"
"2052","Abortion","642","With sepsis"
"2053","Abortion","642.1","With haemorrhage"
"2054","Abortion","642.2","With sepsis and haemorrhage"
"2055","Abortion","642.3","With laceration of pelvic organ (with or without mention of sepsis or haemorrhage)"
"2056","Abortion","642.9","Without mention of sepsis, haemorrhage or laceration"
"2057","Abortion","643","Spontaneous abortion"
"2058","Abortion","643","With sepsis"
"2059","Abortion","643.1","With toxaemia"
"2060","Abortion","643.2","With sepsis and toxaemia"
"2061","Abortion","643.9","Without mention of sepsis or toxaemia"
"2062","Abortion","644","Abortion not specified as induced or spontaneous"
"2063","Abortion","644","With sepsis"
"2064","Abortion","644.1","With toxaemia"
"2065","Abortion","644.2","With sepsis and toxaemia"
"2066","Abortion","644.9","Without mention of sepsis or toxaemia"
"2067","Abortion","645","Other abortion"
"2068","Abortion","645","With sepsis"
"2069","Abortion","645.1","With toxaemia"
"2070","Abortion","645.2","With sepsis and toxaemia"
"2071","Abortion","645.9","Without mention of sepsis or toxaemia"
"2072","Delivery","650","Delivery without mention of complication"
"2073","Delivery","650","Spontaneous"
"2074","Delivery","650.1","Manipulation without instruments"
"2075","Delivery","650.2","Forceps, mid and high"
"2076","Delivery","650.3","Forceps, low"
"2077","Delivery","650.4","Forceps, unspecified"
"2078","Delivery","650.5","Vacuum extractor"
"2079","Delivery","650.6","Caesarean section"
"2080","Delivery","650.8","Other surgical or instrumental"
"2081","Delivery","650.9","Unspecified type of delivery"
"2082","Delivery","651","Delivery complication by placenta praevia or antepartum haemorrhage"
"2083","Delivery","651","Spontaneous"
"2084","Delivery","651.1","Manipulation without instruments"
"2085","Delivery","651.2","Forceps, mid and high"
"2086","Delivery","651.3","Forceps, low"
"2087","Delivery","651.4","Forceps, unspecified"
"2088","Delivery","651.5","Vacuum extractor"
"2089","Delivery","651.6","Caesarean section"
"2090","Delivery","651.8","Other surgical or instrumental"
"2091","Delivery","651.9","Unspecified type of delivery"
"2092","Delivery","652","Delivery complicated by retained placenta"
"2093","Delivery","652","Spontaneous"
"2094","Delivery","652.1","Manipulation without instruments"
"2095","Delivery","652.2","Forceps, mid and high"
"2096","Delivery","652.3","Forceps, low"
"2097","Delivery","652.4","Forceps, unspecified"
"2098","Delivery","652.5","Vacuum extractor"
"2099","Delivery","652.6","Caesarean section"
"2100","Delivery","652.8","Other surgical or instrumental"
"2101","Delivery","652.9","Unspecified type of delivery"
"2102","Delivery","653","Delivery complicated by other postpartum haemorrhage"
"2103","Delivery","653","Spontaneous"
"2104","Delivery","653.1","Manipulation without instruments"
"2105","Delivery","653.2","Forceps, mid and high"
"2106","Delivery","653.3","Forceps, low"
"2107","Delivery","653.4","Forceps, unspecified"
"2108","Delivery","653.5","Vacuum extractor"
"2109","Delivery","653.6","Caesarean section"
"2110","Delivery","653.8","Other surgical or instrumental"
"2111","Delivery","653.9","Unspecified type of delivery"
"2112","Delivery","654","Delivery complicated by abnormality of bony pelvis"
"2113","Delivery","654","Spontaneous"
"2114","Delivery","654.1","Manipulation without instruments"
"2115","Delivery","654.2","Forceps, mid and high"
"2116","Delivery","654.3","Forceps, low"
"2117","Delivery","654.4","Forceps, unspecified"
"2118","Delivery","654.5","Vacuum extractor"
"2119","Delivery","654.6","Caesarean section"
"2120","Delivery","654.8","Other surgical or instrumental"
"2121","Delivery","654.9","Unspecified type of delivery"
"2122","Delivery","655","Delivery complicated by foetopelvic disproportion"
"2123","Delivery","655","Spontaneous"
"2124","Delivery","655.1","Manipulation without instruments"
"2125","Delivery","655.2","Forceps, mid and high"
"2126","Delivery","655.3","Forceps, low"
"2127","Delivery","655.4","Forceps, unspecified"
"2128","Delivery","655.5","Vacuum extractor"
"2129","Delivery","655.6","Caesarean section"
"2130","Delivery","655.8","Other surgical or instrumental"
"2131","Delivery","655.9","Unspecified type of delivery"
"2132","Delivery","656","Delivery complicated by malpresentation of foetus"
"2133","Delivery","656","Spontaneous"
"2134","Delivery","656.1","Manipulation without instruments"
"2135","Delivery","656.2","Forceps, mid and high"
"2136","Delivery","656.3","Forceps, low"
"2137","Delivery","656.4","Forceps, unspecified"
"2138","Delivery","656.5","Vacuum extractor"
"2139","Delivery","656.6","Caesarean section"
"2140","Delivery","656.8","Other surgical or instrumental"
"2141","Delivery","656.9","Unspecified type of delivery"
"2142","Delivery","657","Delivery complicated by prolonged labour of other origin"
"2143","Delivery","657","Spontaneous"
"2144","Delivery","657.1","Manipulation without instruments"
"2145","Delivery","657.2","Forceps, mid and high"
"2146","Delivery","657.3","Forceps, low"
"2147","Delivery","657.4","Forceps, unspecified"
"2148","Delivery","657.5","Vacuum extractor"
"2149","Delivery","657.6","Caesarean section"
"2150","Delivery","657.8","Other surgical or instrumental"
"2151","Delivery","657.9","Unspecified type of delivery"
"2152","Delivery","658","Delivery with laceration of perineum without mention of other laceration"
"2153","Delivery","658","Spontaneous"
"2154","Delivery","658.1","Manipulation without instruments"
"2155","Delivery","658.2","Forceps, mid and high"
"2156","Delivery","658.3","Forceps, low"
"2157","Delivery","658.4","Forceps, unspecified"
"2158","Delivery","658.5","Vacuum extractor"
"2159","Delivery","658.6","Caesarean section"
"2160","Delivery","658.8","Other surgical or instrumental"
"2161","Delivery","658.9","Unspecified type of delivery"
"2162","Delivery","659","Delivery with rupture of uterus"
"2163","Delivery","659","Spontaneous"
"2164","Delivery","659.1","Manipulation without instruments"
"2165","Delivery","659.2","Forceps, mid and high"
"2166","Delivery","659.3","Forceps, low"
"2167","Delivery","659.4","Forceps, unspecified"
"2168","Delivery","659.5","Vacuum extractor"
"2169","Delivery","659.6","Caesarean section"
"2170","Delivery","659.8","Other surgical or instrumental"
"2171","Delivery","659.9","Unspecified type of delivery"
"2172","Delivery","660","Delivery with other obstetrical trauma"
"2173","Delivery","660","Spontaneous"
"2174","Delivery","660.1","Manipulation without instruments"
"2175","Delivery","660.2","Forceps, mid and high"
"2176","Delivery","660.3","Forceps, low"
"2177","Delivery","660.4","Forceps, unspecified"
"2178","Delivery","660.5","Vacuum extractor"
"2179","Delivery","660.6","Caesarean section"
"2180","Delivery","660.8","Other surgical or instrumental"
"2181","Delivery","660.9","Unspecified type of delivery"
"2182","Delivery","661","Delivery with other complications"
"2183","Delivery","661","Spontaneous"
"2184","Delivery","661.1","Manipulation without instruments"
"2185","Delivery","661.2","Forceps, mid and high"
"2186","Delivery","661.3","Forceps, low"
"2187","Delivery","661.4","Forceps, unspecified"
"2188","Delivery","661.5","Vacuum extractor"
"2189","Delivery","661.6","Caesarean section"
"2190","Delivery","661.8","Other surgical or instrumental"
"2191","Delivery","661.9","Unspecified type of delivery"
"2192","Delivery","662","Anaesthetic death in uncomplicated delivery"
"2193","Delivery","662","Spontaneous"
"2194","Delivery","662.1","Manipulation without instruments"
"2195","Delivery","662.2","Forceps, mid and high"
"2196","Delivery","662.3","Forceps, low"
"2197","Delivery","662.4","Forceps, unspecified"
"2198","Delivery","662.5","Vacuum extractor"
"2199","Delivery","662.6","Caesarean section"
"2200","Delivery","662.8","Other surgical or instrumental"
"2201","Delivery","662.9","Unspecified type of delivery"
"2202","Complications of the puerperium","670","Sepsis of childbirth and the puerperium"
"2203","Complications of the puerperium","671","Puerperal phlebitis and thrombosis"
"2204","Complications of the puerperium","671","Lower extremities"
"2205","Complications of the puerperium","671.9","Other and unspecified sites"
"2206","Complications of the puerperium","672","Pyrexia of unknown origin during the puerperium"
"2207","Complications of the puerperium","673","Puerperal pulmonary embolism"
"2208","Complications of the puerperium","673","Air embolism"
"2209","Complications of the puerperium","673.1","Amniotic fluid embolism"
"2210","Complications of the puerperium","673.9","Other and unspecified"
"2211","Complications of the puerperium","674","Cerebral haemorrhage in the puerperium"
"2212","Complications of the puerperium","675","Puerperal blood dyscrasias"
"2213","Complications of the puerperium","676","Anaemia of the puerperium"
"2214","Complications of the puerperium","677","Other and unspecified complications of the puerperium"
"2215","Complications of the puerperium","677","Sudden death from unknowm cause in the puerperium"
"2216","Complications of the puerperium","677.1","Retained placenta, complicating puerperium"
"2217","Complications of the puerperium","677.2","Other delayed postpartum haemorrhage"
"2218","Complications of the puerperium","677.9","Other and unspecified"
"2219","Complications of the puerperium","678","Mastitis and other disorders of lactation"
"2220","Infections of skin and subcutaneous tissue","680","Boil and carbuncle"
"2221","Infections of skin and subcutaneous tissue","680","Of face"
"2222","Infections of skin and subcutaneous tissue","680.1","Of neck"
"2223","Infections of skin and subcutaneous tissue","680.2","Of trunk"
"2224","Infections of skin and subcutaneous tissue","680.3","Of upper arm and forearm"
"2225","Infections of skin and subcutaneous tissue","680.4","Of hand"
"2226","Infections of skin and subcutaneous tissue","680.5","Of buttock"
"2227","Infections of skin and subcutaneous tissue","680.6","Of other parts of lower extremity"
"2228","Infections of skin and subcutaneous tissue","680.8","Of other and multiple sites"
"2229","Infections of skin and subcutaneous tissue","680.9","Of unspecified site"
"2230","Infections of skin and subcutaneous tissue","681","Cellulitis of finger and toe"
"2231","Infections of skin and subcutaneous tissue","682","Other cellulitis and abscess"
"2232","Infections of skin and subcutaneous tissue","682","Of head and neck"
"2233","Infections of skin and subcutaneous tissue","682.1","Of trunk"
"2234","Infections of skin and subcutaneous tissue","682.2","Of upper arm and forearm"
"2235","Infections of skin and subcutaneous tissue","682.3","Of hand, except fingers"
"2236","Infections of skin and subcutaneous tissue","682.4","Of leg"
"2237","Infections of skin and subcutaneous tissue","682.5","Of foot, except toes"
"2238","Infections of skin and subcutaneous tissue","682.9","Of other, multiple and unspecified sites"
"2239","Infections of skin and subcutaneous tissue","683","Acute lymphadenitis"
"2240","Infections of skin and subcutaneous tissue","684","Impetigo"
"2241","Infections of skin and subcutaneous tissue","685","Pilonidal cyst"
"2242","Infections of skin and subcutaneous tissue","686","Other local infections of skin and subcutaneous tissue"
"2243","Infections of skin and subcutaneous tissue","686","Pyoderma"
"2244","Infections of skin and subcutaneous tissue","686.1","Pyogenic granuloma"
"2245","Infections of skin and subcutaneous tissue","686.2","Dermatitis infection eczematoides"
"2246","Infections of skin and subcutaneous tissue","686.9","Other"
"2247","Other inflammatory conditions of skin and subcutaneous tissue","690","Seborrhoeic dermatitis"
"2248","Other inflammatory conditions of skin and subcutaneous tissue","691","Infantile eczema and related conditions"
"2249","Other inflammatory conditions of skin and subcutaneous tissue","692","Other eczema and dermatitis"
"2250","Other inflammatory conditions of skin and subcutaneous tissue","692","Due to detergents"
"2251","Other inflammatory conditions of skin and subcutaneous tissue","692.1","Due to oils and greases"
"2252","Other inflammatory conditions of skin and subcutaneous tissue","692.2","Due to solvents"
"2253","Other inflammatory conditions of skin and subcutaneous tissue","692.3","Due to drugs"
"2254","Other inflammatory conditions of skin and subcutaneous tissue","692.4","Due to other chemicals"
"2255","Other inflammatory conditions of skin and subcutaneous tissue","692.5","Due to food"
"2256","Other inflammatory conditions of skin and subcutaneous tissue","692.6","Due to plants (except food)"
"2257","Other inflammatory conditions of skin and subcutaneous tissue","692.7","Due to radiation, except sunburn"
"2258","Other inflammatory conditions of skin and subcutaneous tissue","692.8","Due to sunburn"
"2259","Other inflammatory conditions of skin and subcutaneous tissue","692.9","Due to other and unspecified cause"
"2260","Other inflammatory conditions of skin and subcutaneous tissue","693","Dermatitis herpetiformis"
"2261","Other inflammatory conditions of skin and subcutaneous tissue","694","Pemphigus"
"2262","Other inflammatory conditions of skin and subcutaneous tissue","695","Erythematous condition"
"2263","Other inflammatory conditions of skin and subcutaneous tissue","695","Toxic erythema"
"2264","Other inflammatory conditions of skin and subcutaneous tissue","695.1","Erythema multiforme"
"2265","Other inflammatory conditions of skin and subcutaneous tissue","695.2","Erythema nodosum"
"2266","Other inflammatory conditions of skin and subcutaneous tissue","695.3","Rosacea"
"2267","Other inflammatory conditions of skin and subcutaneous tissue","695.4","Lupus erythematosus"
"2268","Other inflammatory conditions of skin and subcutaneous tissue","695.9","Other and unspecified"
"2269","Other inflammatory conditions of skin and subcutaneous tissue","696","Psoriasis and similar disorders"
"2270","Other inflammatory conditions of skin and subcutaneous tissue","696","Psoriatic arthropathy"
"2271","Other inflammatory conditions of skin and subcutaneous tissue","696.1","Other psoriasis"
"2272","Other inflammatory conditions of skin and subcutaneous tissue","696.2","Parapsoriasis"
"2273","Other inflammatory conditions of skin and subcutaneous tissue","696.3","Pityriasis rosea"
"2274","Other inflammatory conditions of skin and subcutaneous tissue","696.4","Pityriasis rubra pilaris"
"2275","Other inflammatory conditions of skin and subcutaneous tissue","696.5","Other and unspecified pityriasis"
"2276","Other inflammatory conditions of skin and subcutaneous tissue","696.9","Other disorders"
"2277","Other inflammatory conditions of skin and subcutaneous tissue","697","Lichen"
"2278","Other inflammatory conditions of skin and subcutaneous tissue","697","Planus"
"2279","Other inflammatory conditions of skin and subcutaneous tissue","697.2","Nitidus"
"2280","Other inflammatory conditions of skin and subcutaneous tissue","697.9","Other and unspecified"
"2281","Other inflammatory conditions of skin and subcutaneous tissue","698","Pruritus and related conditions"
"2282","Other inflammatory conditions of skin and subcutaneous tissue","698","Pruritus ani"
"2283","Other inflammatory conditions of skin and subcutaneous tissue","698.1","Pruritus of genital organs"
"2284","Other inflammatory conditions of skin and subcutaneous tissue","698.2","Prurigo"
"2285","Other inflammatory conditions of skin and subcutaneous tissue","698.3","Lichenification and lichen simplex chronicus"
"2286","Other inflammatory conditions of skin and subcutaneous tissue","698.4","Dermatitis factitia (artifacta)"
"2287","Other inflammatory conditions of skin and subcutaneous tissue","698.9","Other pruritic conditions"
"2288","Other diseases of skin and subcutaneous tissue","700","Corns and callosities"
"2289","Other diseases of skin and subcutaneous tissue","701","Other hypertrophic and atrophic conditions of the skin"
"2290","Other diseases of skin and subcutaneous tissue","701","Circumscribed scleroderma"
"2291","Other diseases of skin and subcutaneous tissue","701.1","Keratoderma, acquired"
"2292","Other diseases of skin and subcutaneous tissue","701.2","Striae atrophicae"
"2293","Other diseases of skin and subcutaneous tissue","701.3","Keloid scar"
"2294","Other diseases of skin and subcutaneous tissue","701.9","Other hypertrophic and atrophic conditions of skin"
"2295","Other diseases of skin and subcutaneous tissue","702","Other dermatoses"
"2296","Other diseases of skin and subcutaneous tissue","703","Diseases of nail"
"2297","Other diseases of skin and subcutaneous tissue","703","Ingrowing nail"
"2298","Other diseases of skin and subcutaneous tissue","703.9","Other"
"2299","Other diseases of skin and subcutaneous tissue","704","Diseases of hair and hair follicles"
"2300","Other diseases of skin and subcutaneous tissue","705","Diseases of sweat glands"
"2301","Other diseases of skin and subcutaneous tissue","705","Anhidrosis"
"2302","Other diseases of skin and subcutaneous tissue","705.1","Prickly heat"
"2303","Other diseases of skin and subcutaneous tissue","705.9","Other"
"2304","Other diseases of skin and subcutaneous tissue","706","Diseases of sebaceous glands"
"2305","Other diseases of skin and subcutaneous tissue","706","Acne varioliformis"
"2306","Other diseases of skin and subcutaneous tissue","706.1","Other acne"
"2307","Other diseases of skin and subcutaneous tissue","706.2","Sebaceous cyst"
"2308","Other diseases of skin and subcutaneous tissue","706.3","Seborrhoea"
